date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,token
2016-02-16,2962.19,3042.09,3037.04,2962.19,1125796.38,90.33,3.06,2976.188,2947.352,3038.107,863037.2,951672.29,1050262.91,0
2016-02-15,2888.43,2961.49,2946.71,2886.02,729194.31,-17.08,-0.58,2961.046,2937.699,3047.041,815081.85,966026.57,1058085.99,0
2016-02-05,2982.06,2988.36,2963.79,2962.85,768508.06,-20.97,-0.7,2951.914,2955.917,3059.328,842833.67,974647.2,1108945.47,0
2016-02-04,2960.33,2999.21,2984.76,2960.21,917797.25,36.12,1.23,2948.374,2970.884,3079.216,915740.59,987747.49,1163499.79,0
2016-02-03,2931.29,2954.71,2948.64,2909.9,773890.0,-12.69,-0.43,2922.174,2980.543,3094.697,930626.65,1007157.5,1139661.25,0
2016-02-02,2901.53,2972.43,2961.33,2901.51,886019.62,60.28,2.08,2918.516,3003.117,3124.256,1040307.37,1060419.0,1173949.83,0
2016-02-01,2939.04,2944.52,2901.05,2869.56,867953.44,-45.04,-1.53,2914.352,3029.297,3150.129,1116971.3,1099470.93,1210707.34,0
2016-01-29,2855.6,2965.31,2946.09,2854.37,1133042.62,92.33,3.23,2959.92,3052.265,3178.529,1106460.73,1113803.97,1224995.01,0
2016-01-28,2909.33,2941.89,2853.76,2841.84,992227.56,-76.59,-2.61,2993.394,3069.529,3217.775,1059754.39,1125101.48,1219279.65,0
2016-01-27,2953.18,2963.54,2930.35,2839.29,1322293.62,-10.16,-0.35,3038.912,3106.31,3263.346,1083688.35,1160416.4,1222483.25,0
2016-01-26,3099.6,3106.53,2940.51,2934.65,1269339.25,-188.38,-6.02,3087.718,3128.863,3304.922,1080530.63,1148853.54,1207311.35,0
2016-01-25,3129.03,3149.33,3128.89,3105.1,815400.62,15.43,0.5,3144.242,3156.383,3344.278,1081970.55,1150145.41,1220838.6,0
2016-01-22,3114.9,3132.17,3113.46,3053.96,899510.88,32.11,1.04,3144.61,3162.739,3379.743,1121147.2,1243243.74,1239880.58,0
2016-01-21,3136.38,3202.54,3081.35,3081.35,1111897.38,-93.03,-2.93,3145.664,3187.549,3415.541,1190448.58,1339252.1,1268495.73,0
2016-01-20,3204.22,3225.95,3174.38,3154.43,1306505.0,-48.75,-1.51,3173.708,3208.852,3454.792,1237144.45,1272165.01,1316409.44,0
2016-01-19,3132.7,3227.91,3223.13,3119.22,1276538.88,92.4,2.95,3170.008,3245.395,3489.91,1217176.45,1287480.66,1341236.02,0
2016-01-18,3068.23,3165.62,3130.73,3066.73,1011283.88,12.0,0.39,3168.524,3270.96,3522.051,1218320.28,1321943.76,1386126.71,0
2016-01-15,3200.89,3216.8,3118.73,3101.05,1246017.75,-102.84,-3.19,3180.868,3304.794,3553.91,1365340.28,1336186.04,1422295.51,0
2016-01-14,3076.64,3226.66,3221.57,3072.04,1345376.75,65.69,2.08,3229.434,3366.021,3585.768,1488055.63,1313457.82,1448956.66,0
2016-01-13,3240.48,3257.3,3155.88,3155.88,1206665.0,-59.83,-1.86,3243.996,3420.382,3608.962,1307185.56,1284550.1,1437359.18,0
2016-01-12,3214.82,3242.25,3215.71,3174.55,1282258.0,23.26,0.73,3320.782,3480.981,3635.887,1357784.86,1265769.15,1440266.79,0
2016-01-11,3303.12,3342.48,3192.45,3192.45,1746383.88,-169.11,-5.03,3373.396,3532.173,3660.668,1425567.23,1291531.79,1452038.45,0
2016-01-08,3371.87,3418.85,3361.56,3237.93,1859594.5,67.18,2.04,3428.72,3596.748,3681.448,1307031.81,1236517.42,1419880.5,0
2016-01-07,3481.15,3481.15,3294.38,3284.74,441026.41,-245.43,-6.93,3502.608,3643.532,3694.524,1138860.02,1197739.37,1387008.58,0
2016-01-06,3482.41,3543.74,3539.81,3468.47,1459661.5,61.03,1.75,3596.768,3700.732,3711.602,1261914.64,1360653.88,1421619.97,0
2016-01-05,3382.18,3518.22,3478.78,3377.28,1621169.88,9.71,0.28,3641.18,3734.424,3715.763,1173753.45,1394991.39,1411527.44,0
2016-01-04,3725.86,3726.24,3469.07,3468.95,1153706.75,-261.93,-7.02,3690.95,3773.142,3726.204,1157496.35,1450309.67,1387410.52,0
2015-12-31,3760.9,3772.62,3731.0,3727.32,1018735.56,-34.18,-0.91,3764.776,3803.026,3736.63,1166003.02,1508404.97,1405324.95,0
2015-12-30,3762.91,3765.66,3765.18,3726.28,1056299.5,3.31,0.09,3784.456,3805.515,3737.545,1256618.71,1584455.49,1453269.23,0
2015-12-29,3723.05,3762.05,3761.87,3710.48,1018855.56,34.24,0.92,3804.696,3797.541,3735.384,1459393.11,1590168.27,1507223.7,0
2015-12-28,3847.53,3853.39,3727.63,3727.63,1539884.38,-110.57,-2.88,3827.668,3790.793,3726.875,1616229.32,1614764.42,1524549.19,0
2015-12-25,3832.08,3848.02,3838.2,3813.2,1196240.12,8.8,0.23,3855.334,3789.162,3718.814,1743123.0,1612545.11,1534155.56,0
2015-12-24,3858.13,3867.68,3829.4,3787.08,1471814.0,-36.98,-0.96,3841.276,3766.148,3704.754,1850806.92,1603243.57,1578813.23,0
2015-12-23,3877.87,3926.69,3866.38,3862.96,2070171.5,-10.35,-0.27,3826.574,3745.516,3701.255,1912292.27,1576277.8,1591985.26,0
2015-12-22,3872.1,3880.47,3876.73,3841.59,1803036.62,10.77,0.28,3790.386,3722.472,3697.017,1720943.42,1482586.07,1564449.16,0
2015-12-21,3762.1,3877.82,3865.96,3759.99,2174352.75,98.05,2.6,3753.918,3697.101,3690.875,1613299.52,1428063.5,1545988.97,0
2015-12-18,3754.96,3810.22,3767.91,3750.93,1734659.75,12.02,0.32,3722.99,3679.266,3685.243,1481967.22,1324511.38,1525084.74,0
2015-12-17,3712.78,3768.84,3755.89,3709.85,1779240.75,70.45,1.91,3691.02,3670.234,3685.567,1355680.22,1302244.93,1531827.59,0
2015-12-16,3703.95,3713.09,3685.44,3677.45,1113427.25,-8.95,-0.24,3664.458,3669.575,3686.521,1240263.32,1322082.98,1520181.55,0
2015-12-15,3707.73,3717.36,3694.39,3679.23,1264817.12,-16.93,-0.46,3654.558,3673.226,3688.028,1244228.72,1424279.13,1557354.94,0
2015-12-14,3573.88,3712.5,3711.32,3571.0,1517691.25,103.26,2.86,3640.284,3662.957,3691.228,1242827.48,1434333.96,1618380.62,0
2015-12-11,3605.37,3630.74,3608.06,3578.15,1103224.75,-15.02,-0.41,3635.542,3648.466,3693.868,1167055.53,1455766.0,1623341.51,0
2015-12-10,3634.37,3678.32,3623.08,3615.99,1202156.25,-12.86,-0.35,3649.448,3643.359,3700.778,1248809.63,1554382.89,1669925.21,0
2015-12-09,3613.42,3655.16,3635.94,3611.49,1133254.25,12.92,0.36,3674.692,3656.994,3709.39,1403902.63,1607692.72,1718586.23,0
2015-12-08,3668.84,3668.84,3623.02,3619.44,1257810.88,-64.59,-1.75,3691.894,3671.561,3719.275,1604329.53,1646312.24,1778040.66,0
2015-12-07,3681.58,3699.34,3687.61,3658.58,1138831.5,10.02,0.27,3685.63,3684.648,3729.786,1625840.45,1663914.44,1858409.92,0
2015-12-04,3719.73,3726.12,3677.59,3667.29,1511995.25,-71.71,-1.91,3661.39,3691.221,3737.423,1744476.47,1725658.1,1979870.76,0
2015-12-03,3709.55,3758.45,3749.3,3693.14,1977621.25,27.35,0.73,3637.27,3700.9,3743.212,1859956.15,1761410.26,2053647.53,0
2015-12-02,3587.76,3725.85,3721.95,3573.4,2135388.75,130.25,3.63,3639.296,3703.467,3741.045,1811482.82,1718280.12,2153789.76,0
2015-12-01,3562.32,3617.31,3591.7,3536.12,1365365.5,25.29,0.71,3651.228,3702.83,3736.375,1688294.95,1690430.75,2149732.25,0
2015-11-30,3554.89,3587.97,3566.41,3455.07,1732011.62,9.42,0.27,3683.666,3719.499,3730.064,1701988.42,1802427.28,2132164.91,0
2015-11-27,3739.1,3742.74,3556.99,3534.39,2089393.62,-202.44,-5.38,3721.052,3739.271,3725.542,1706839.72,1790917.01,2110565.61,0
2015-11-26,3795.25,3805.84,3759.43,3756.82,1735254.62,-22.18,-0.59,3764.53,3758.196,3724.397,1662864.38,1785467.54,2075666.89,0
2015-11-25,3747.76,3781.86,3781.61,3735.72,1519449.38,27.72,0.74,3767.638,3761.785,3713.091,1625077.43,1829479.73,2052409.38,0
2015-11-24,3745.76,3754.17,3753.89,3702.74,1433832.88,0.55,0.01,3754.432,3766.989,3700.256,1692566.55,1909769.09,2061925.46,0
2015-11-23,3774.44,3802.85,3753.34,3743.41,1756268.12,-21.04,-0.56,3755.332,3774.924,3692.206,1902866.13,2052905.4,2086261.89,0
2015-11-20,3778.88,3793.54,3774.38,3757.03,1869516.88,-0.59,-0.02,3757.49,3783.625,3684.002,1874994.3,2234083.41,2100572.91,0
2015-11-19,3725.62,3775.23,3774.97,3714.67,1546319.88,59.39,1.6,3751.862,3785.524,3673.845,1908070.7,2345884.8,2106244.31,0
2015-11-18,3760.46,3771.85,3715.58,3706.31,1856895.0,-42.81,-1.14,3755.932,3778.624,3661.322,2033882.03,2589299.39,2121081.1,0
2015-11-17,3790.43,3852.77,3758.39,3750.16,2485330.75,-5.74,-0.15,3779.546,3769.92,3649.206,2126971.63,2609033.75,2169274.37,0
2015-11-16,3682.73,3764.41,3764.13,3680.07,1616909.0,17.89,0.48,3794.516,3740.63,3640.171,2202944.68,2461902.55,2134520.39,0
2015-11-13,3756.2,3793.71,3746.24,3727.58,2034898.88,-49.08,-1.29,3809.76,3711.813,3628.674,2593172.53,2430214.21,2157478.32,0
2015-11-12,3841.74,3843.9,3795.32,3771.27,2175376.5,-38.33,-1.0,3819.186,3690.597,3618.065,2783698.9,2365866.24,2160215.73,0
2015-11-11,3828.45,3843.11,3833.65,3781.41,2322343.0,0.41,0.01,3801.316,3664.396,3602.641,3144716.75,2275339.04,2137026.05,0
2015-11-10,3806.67,3876.49,3833.24,3798.82,2865196.0,-7.11,-0.18,3760.294,3633.523,3581.263,3091095.87,2214081.84,2096995.87,0
2015-11-09,3796.38,3891.77,3840.35,3796.38,3568048.25,46.98,1.24,3686.744,3609.487,3561.853,2720860.42,2119618.37,2026452.97,0
2015-11-06,3698.34,3801.71,3793.37,3694.66,2987530.75,87.4,2.36,3613.866,3584.378,3542.221,2267255.9,1967062.41,1958750.79,0
2015-11-05,3630.78,3781.41,3705.97,3627.3,3980465.75,77.43,2.13,3562.008,3562.165,3519.558,1948033.57,1866603.81,1871550.51,0
2015-11-04,3477.16,3628.54,3628.54,3477.16,2054238.62,163.05,4.71,3527.476,3544.021,3499.083,1405961.32,1652862.81,1738568.1,0
2015-11-03,3484.72,3501.7,3465.49,3452.62,1014018.75,-10.47,-0.3,3506.752,3528.492,3477.804,1337067.8,1729515.0,1675135.84,0
2015-11-02,3489.23,3543.45,3475.96,3474.71,1300025.62,-58.12,-1.65,3532.23,3539.713,3463.472,1518376.32,1807138.24,1668010.22,0
2015-10-30,3530.22,3574.47,3534.08,3497.57,1391419.12,0.77,0.02,3554.89,3545.535,3451.812,1666868.92,1884742.42,1640118.67,0
2015-10-29,3539.98,3561.81,3533.31,3507.97,1270104.5,8.39,0.24,3562.322,3545.534,3436.705,1785174.05,1954565.22,1631257.36,0
2015-10-28,3575.8,3598.17,3524.92,3517.21,1709771.0,-67.96,-1.89,3560.566,3540.885,3424.29,1899764.3,1998713.07,1618757.75,0
2015-10-27,3569.45,3601.05,3592.88,3486.1,1920561.38,3.62,0.1,3550.232,3529.004,3411.195,2121962.2,1979909.91,1594854.92,0
2015-10-26,3614.7,3620.76,3589.26,3561.19,2042488.62,18.02,0.51,3547.196,3514.22,3398.503,2095900.15,1933287.56,1571937.84,0
2015-10-23,3536.84,3581.84,3571.24,3515.82,1982944.75,46.71,1.32,3536.18,3500.063,3384.452,2102615.92,1950439.18,1531207.74,0
2015-10-22,3453.2,3530.77,3524.53,3442.31,1843055.75,51.28,1.48,3528.746,3476.951,3368.453,2123956.4,1876497.2,1485512.24,0
2015-10-21,3580.84,3601.24,3473.25,3417.41,2820760.5,-104.45,-2.92,3521.204,3454.146,3354.077,2097661.85,1824273.39,1478060.39,0
2015-10-20,3527.88,3577.8,3577.7,3510.44,1790251.12,43.52,1.23,3507.776,3427.116,3345.877,1837857.62,1620756.69,1416877.37,0
2015-10-19,3548.95,3572.99,3534.18,3502.5,2076067.5,0.11,0.0,3481.244,3387.231,3324.603,1770674.98,1528882.21,1399142.63,0
2015-10-16,3508.52,3537.54,3534.07,3487.1,2089647.12,47.25,1.35,3463.946,3358.088,3311.951,1798262.43,1395494.93,1398067.88,0
2015-10-15,3403.39,3486.82,3486.82,3402.32,1711583.0,80.71,2.37,3425.156,3327.876,3302.607,1629038.0,1307949.49,1347859.28,0
2015-10-14,3431.14,3458.7,3406.11,3403.23,1521739.38,-38.93,-1.13,3387.088,3307.694,3296.144,1550884.93,1238802.43,1334721.62,0
2015-10-13,3422.48,3452.05,3445.04,3413.97,1454337.88,-2.65,-0.08,3346.456,3293.386,3295.804,1403655.75,1209799.93,1368868.36,0
2015-10-12,3351.14,3486.63,3447.69,3347.25,2214004.75,107.57,3.22,3293.218,3282.785,3290.253,1287089.44,1210588.13,1373451.28,0
2015-10-09,3302.36,3352.38,3340.12,3293.97,1243525.0,43.64,1.32,3252.23,3268.841,3280.393,992727.42,1111976.31,1364863.26,0
2015-10-08,3324.98,3337.33,3296.48,3294.6,1320817.62,93.53,2.92,3230.596,3259.956,3281.678,986860.97,1094527.29,1476581.71,0
2015-09-30,3195.9,3223.91,3202.95,3186.77,785593.5,24.1,0.76,3228.3,3254.008,3284.958,926719.93,1131847.4,1586770.09,0
2015-09-29,3197.22,3208.42,3178.85,3159.04,871506.31,-63.9,-1.97,3240.316,3264.638,3293.138,1015944.1,1212998.05,1687615.61,0
2015-09-28,3226.61,3246.55,3242.75,3186.51,742194.69,10.8,0.33,3272.352,3261.976,3301.31,1134086.82,1269403.06,1793789.51,0
2015-09-25,3272.67,3290.86,3231.95,3201.91,1214192.75,-53.05,-1.61,3285.452,3265.814,3299.455,1231225.2,1400640.84,1890327.24,0
2015-09-24,3278.9,3300.86,3285.0,3255.9,1020112.38,21.97,0.67,3289.316,3277.338,3289.142,1202193.6,1387769.08,1983752.91,0
2015-09-23,3290.07,3315.94,3263.03,3253.33,1231714.38,-76.0,-2.28,3279.716,3284.594,3277.038,1336974.88,1430640.81,2070787.94,0
2015-09-22,3312.37,3371.41,3339.03,3303.18,1462219.88,30.78,0.93,3288.96,3298.222,3277.663,1410052.0,1527936.8,2136920.55,0
2015-09-21,3222.6,3312.55,3308.25,3211.93,1227886.62,56.98,1.75,3251.6,3297.721,3290.189,1404719.3,1536314.44,2172802.76,0
2015-09-18,3254.44,3280.88,3251.27,3227.83,1069034.75,14.27,0.44,3246.176,3291.945,3312.849,1570056.48,1617750.2,2217492.41,0
2015-09-17,3287.66,3354.91,3237.0,3237.0,1694018.75,-72.25,-2.18,3265.36,3303.401,3344.592,1573344.55,1858636.13,2298565.6,0
2015-09-16,3149.16,3345.92,3309.25,3131.37,1597100.0,157.02,4.98,3289.472,3315.909,3374.013,1524306.75,2041692.78,2373805.2,0
2015-09-15,3208.74,3240.08,3152.23,3131.98,1435556.38,-128.9,-3.93,3307.484,3321.638,3412.444,1645821.6,2162233.17,2422420.03,0
2015-09-14,3367.64,3373.92,3281.13,3187.57,2054572.5,-66.06,-1.97,3343.842,3340.644,3458.509,1667909.57,2318175.96,2477338.71,0
2015-09-11,3349.88,3383.13,3347.19,3315.48,1085475.12,-10.37,-0.31,3337.714,3333.095,3498.226,1665443.92,2380013.64,2496028.57,0
2015-09-10,3349.28,3398.32,3357.56,3337.31,1448829.75,-41.75,-1.23,3341.442,3300.945,3531.673,2143927.7,2579736.75,2569327.91,0
2015-09-09,3344.82,3426.65,3399.31,3330.29,2204674.25,65.29,1.96,3342.346,3269.482,3567.128,2559078.8,2710935.08,2657903.53,0
2015-09-08,3221.79,3340.22,3334.02,3170.81,1545996.25,83.53,2.57,3335.792,3257.104,3601.38,2678644.75,2745904.3,2701060.09,0
2015-09-07,3347.29,3422.22,3250.49,3240.24,2042244.25,-115.34,-3.43,3337.446,3282.656,3630.027,2968442.35,2809291.08,2715434.85,0
2015-09-02,3220.85,3387.02,3365.83,3213.64,3477894.0,3.75,0.11,3328.476,3333.752,3659.095,3094583.35,2817234.63,2686961.99,0
2015-09-01,3296.53,3370.5,3362.08,3190.58,3524585.25,-4.46,-0.13,3260.448,3385.783,3684.148,3015545.8,2738495.08,2613309.42,0
2015-08-31,3307.4,3368.28,3366.54,3205.54,2802504.0,24.25,0.73,3196.618,3432.116,3713.452,2862791.35,2705917.63,2547198.44,0
2015-08-28,3246.24,3353.24,3342.29,3223.62,2994984.25,136.65,4.26,3178.416,3503.249,3736.587,2813163.85,2682606.88,2529975.75,0
2015-08-27,3092.81,3206.72,3205.64,3028.4,2672949.25,179.95,5.95,3227.866,3576.374,3760.308,2650139.8,2636501.45,2491414.92,0
2015-08-26,3062.57,3192.93,3025.69,2952.01,3082706.25,-17.24,-0.57,3339.028,3663.356,3790.796,2539885.9,2612043.5,2493541.8,0
2015-08-25,3070.01,3200.11,3042.93,3019.56,2760813.0,-232.6,-7.1,3511.118,3762.4,3836.031,2461444.35,2558919.08,2477892.91,0
2015-08-24,3454.6,3468.15,3275.53,3266.55,2554366.5,-314.01,-8.75,3667.614,3864.774,3874.439,2549043.9,2604871.98,2531615.88,0
2015-08-21,3714.29,3757.78,3589.54,3578.17,2179864.0,-171.91,-4.57,3828.082,3945.657,3901.598,2552049.9,2656215.88,2586424.8,0
2015-08-20,3848.4,3880.82,3761.45,3761.45,2121679.75,-124.69,-3.21,3924.882,3977.397,3930.935,2622863.1,2621578.63,2673454.29,0
2015-08-19,3748.27,3898.74,3886.14,3668.19,2690498.5,60.73,1.59,3987.684,3984.437,3955.403,2684201.1,2556689.35,2744606.18,0
2015-08-18,4084.31,4103.05,3825.41,3816.55,3198810.75,-252.46,-6.19,4013.682,3982.513,3968.955,2656393.8,2488123.78,2769554.25,0
2015-08-17,4058.11,4081.77,4077.87,4009.99,2569396.5,4.33,0.11,4061.934,3994.788,3985.984,2660700.05,2388479.25,2768801.19,0
2015-08-14,4097.92,4113.16,4073.54,4056.73,2533930.0,-1.92,-0.05,4063.232,3969.925,3990.121,2760381.85,2377344.63,2816668.1,0
2015-08-13,4010.01,4075.7,4075.46,3967.82,2428369.75,59.33,1.48,4029.912,3944.241,3994.019,2620294.15,2346328.4,2855525.16,0
2015-08-12,4025.67,4078.03,4016.13,4015.35,2551462.0,-50.54,-1.24,3981.19,3918.236,3990.114,2429177.6,2375040.1,2899372.35,0
2015-08-11,4083.59,4110.13,4066.67,4042.0,3220342.0,-17.69,-0.43,3951.344,3909.661,3987.646,2319853.75,2396866.75,2982777.43,0
2015-08-10,3947.47,4101.73,4084.36,3932.84,3067805.5,177.42,4.54,3927.642,3884.103,3989.92,2116258.45,2458359.78,3048971.33,0
2015-08-07,3866.43,3926.65,3906.94,3857.91,1833491.5,75.09,1.96,3876.618,3857.54,3996.292,1994307.4,2516633.73,3146627.15,0
2015-08-06,3802.93,3888.69,3831.85,3793.24,1472787.0,-35.05,-0.91,3858.57,3884.474,4006.273,2072362.65,2725329.95,3305303.48,0
2015-08-05,3937.62,3962.28,3866.9,3858.66,2004842.75,-81.26,-2.06,3855.282,3926.37,4009.563,2320902.6,2932523.0,3483599.43,0
2015-08-04,3827.37,3948.45,3948.16,3801.03,2202365.5,118.92,3.11,3867.978,3955.396,3999.37,2473879.75,3050984.73,3674090.84,0
2015-08-03,3766.07,3829.24,3829.24,3742.58,2458050.25,12.54,0.33,3840.564,3977.181,3998.362,2800461.1,3149123.13,3903665.06,0
2015-07-31,3777.15,3863.62,3816.7,3757.99,2223767.75,1.29,0.03,3838.462,4010.318,4006.826,3038960.05,3255991.58,4104809.83,0
2015-07-30,3915.78,3968.53,3815.41,3802.88,2715486.75,-114.97,-2.92,3910.378,4043.798,4010.287,3378297.25,3364721.93,4208271.86,0
2015-07-29,3839.96,3934.0,3930.38,3769.19,2769728.5,119.29,3.13,3997.458,4061.993,4024.917,3544143.4,3423704.6,4301028.63,0
2015-07-28,3690.97,3883.45,3811.09,3627.42,3835272.25,-7.64,-0.2,4042.814,4065.631,4041.049,3628089.7,3568688.1,4378402.9,0
2015-07-27,4097.8,4156.31,3818.73,3817.17,3650545.0,-357.55,-8.56,4113.798,4095.737,4074.145,3497785.15,3639582.88,4450161.94,0
2015-07-24,4255.2,4299.65,4176.28,4154.62,3920453.75,-74.53,-1.75,4182.174,4135.045,4092.786,3473023.1,3776620.58,4530465.94,0
2015-07-23,4158.93,4262.06,4250.81,4148.82,3544717.5,93.65,2.25,4177.218,4128.073,4100.781,3351146.6,3885277.0,4557763.15,0
2015-07-22,4148.56,4187.43,4157.16,4094.71,3189460.0,-8.85,-0.21,4126.528,4092.755,4123.567,3303265.8,4034675.85,4603595.28,0
2015-07-21,4109.76,4201.48,4166.01,4081.7,3183749.5,5.4,0.13,4088.448,4043.343,4159.715,3509286.5,4297196.95,4661441.63,0
2015-07-20,4157.06,4221.69,4160.61,4106.39,3526734.75,9.11,0.22,4077.676,4019.542,4190.719,3781380.6,4658207.0,4684798.13,0
2015-07-17,4023.76,4190.19,4151.5,4000.23,3311071.25,154.14,3.86,4087.916,4003.335,4214.541,4080218.05,4953628.08,4687513.76,0
2015-07-16,3949.64,4067.02,3997.36,3856.32,3305313.5,30.6,0.77,4078.928,3976.777,4253.494,4419407.4,5051821.8,4704158.11,0
2015-07-15,4068.88,4114.24,3966.76,3899.51,4219563.5,-145.39,-3.54,4058.982,3987.841,4310.567,4766085.9,5178352.65,4737454.53,0
2015-07-14,4178.63,4258.51,4112.15,4062.5,4544220.0,-99.66,-2.37,3998.238,4016.467,4365.47,5085107.4,5188117.7,4732314.18,0
2015-07-13,4132.23,4278.16,4211.81,4072.43,5020922.0,105.25,2.56,3961.408,4052.552,4420.921,5535033.4,5260741.0,4742976.03,0
2015-07-10,3916.27,4179.11,4106.56,3887.55,5007018.0,208.93,5.36,3918.754,4050.526,4477.086,5827038.1,5284311.3,4706995.63,0
2015-07-09,3621.68,3930.26,3897.63,3537.83,5038706.0,234.59,6.4,3874.626,4073.489,4537.088,5684236.2,5230249.3,4652814.1,0
